ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
296347,0,500.4911885387494,198.76744079589844,-95.83265686035156,-499.8193664550781
296348,0,5.595579574090421,195.56744384765625,-90.83265686035156,0.09999999403953552
296366,0,5.595579574090421,195.56744384765625,-90.83265686035156,0.09999999403953552
