ts,agent_id,throttle,steer,brake
296347,0,0.8999999761581421,-0.011107200756669044,0.0
296348,0,0.8999999761581421,-0.0004965292173437774,0.0
296366,0,0.8999999761581421,-0.0008340051281265914,0.0
