ts,agent_id,x,y,z,v
297564,0,192.36245727539062,-86.26268005371094,0.033466413617134094,0.0
297565,0,192.36245727539062,-86.26268005371094,0.033466413617134094,0.0
297566,0,192.36245727539062,-86.26268005371094,0.0332634337246418,2.463599530846915e-07
297567,0,192.36245727539062,-86.26268005371094,0.03315223753452301,3.9890977295139755e-07
297568,0,192.36245727539062,-86.26268005371094,0.03310360014438629,3.729662037062888e-07
297569,0,192.36245727539062,-86.26268005371094,0.03309642896056175,3.047537157299089e-07
297570,0,192.36245727539062,-86.26268005371094,0.03311576694250107,3.384694690699642e-07
297571,0,192.36245727539062,-86.26268005371094,0.03315097838640213,3.192578837356044e-07
297572,0,192.36245727539062,-86.26268005371094,0.03319469466805458,2.5818600291046234e-07
297573,0,192.36245727539062,-86.26268005371094,0.0332418829202652,3.0171123667262664e-07
297574,0,192.36245727539062,-86.26268005371094,0.033289261162281036,1.9787578519971762e-07
297575,0,192.36245727539062,-86.26268005371094,0.03333473205566406,1.954752781937148e-07
297576,0,192.36245727539062,-86.26268005371094,0.03337707370519638,1.6700449957510045e-07
297577,0,192.36245727539062,-86.26268005371094,0.03341560438275337,1.249239258045674e-07
297578,0,192.36245727539062,-86.26268005371094,0.0334501639008522,1.5736341848656517e-07
297579,0,192.36245727539062,-86.26268005371094,0.0334806814789772,9.502417283905347e-08
297580,0,192.36245727539062,-86.26268005371094,0.03350730985403061,1.5005626845929506e-07
297581,0,192.36245727539062,-86.26268005371094,0.03353046253323555,1.9168526514592156e-07
297582,0,192.36245727539062,-86.26268005371094,0.03353046253323555,0.0
297583,0,192.36245727539062,-86.26268005371094,0.033547211438417435,1.3539847067249603e-07
297584,0,192.36245727539062,-86.26268005371094,0.033555831760168076,5.961205451581418e-08
297585,0,192.36245727539062,-86.26268005371094,0.033565521240234375,4.428660945713329e-08
297586,0,192.36245727539062,-86.26268005371094,0.03357543796300888,1.6082204431569994e-07
297587,0,192.36245727539062,-86.26268005371094,0.033585090190172195,1.2759677993351458e-07
297588,0,192.36245727539062,-86.26268005371094,0.03359416872262955,4.425775914574929e-08
