ts,agent_id,x,y,z,v
303884,0,192.36245727539062,-86.26268005371094,0.033466413617134094,0.0
303889,0,192.36245727539062,-86.26268005371094,0.03315223753452301,3.986324243634581e-07
303892,0,192.36245727539062,-86.26268005371094,0.03311576694250107,3.382707935958868e-07
303895,0,192.36245727539062,-86.26268005371094,0.0332418829202652,3.0157232315251255e-07
303898,0,192.36245727539062,-86.26268005371094,0.03337707370519638,1.6698069447149126e-07
303902,0,192.36245727539062,-86.26268005371094,0.03350730985403061,1.5003424357497919e-07
303905,0,192.36245727539062,-86.26268005371094,0.033547211438417435,1.353980775474776e-07
303909,0,192.36245727539062,-86.26268005371094,0.033585090190172195,1.2759182399532125e-07
303913,0,192.36245727539062,-86.26268005371094,0.033616676926612854,1.1416850555738455e-07
303917,0,192.36245727539062,-86.26268005371094,0.03363575041294098,7.594313856841266e-08
303921,0,192.36245727539062,-86.26268005371094,0.033643949776887894,0.0
303925,0,192.36245727539062,-86.26268005371094,0.03364723175764084,6.260478385105362e-09
303929,0,192.36245727539062,-86.26268005371094,0.03365058824419975,6.010476709122409e-09
303933,0,192.36245727539062,-86.26268005371094,0.03365318104624748,2.511245647485818e-08
303936,0,192.3627471923828,-86.23529815673828,0.03325473889708519,0.6947155442917178
303941,0,192.36434936523438,-86.0785903930664,0.03249889239668846,1.6345877211205306
303945,0,192.36630249023438,-85.88446807861328,0.032359734177589417,2.159293658091823
303948,0,192.36802673339844,-85.70791625976562,0.03239772841334343,2.488615508925092
303951,0,192.3699188232422,-85.50813293457031,0.03247794881463051,2.7876659797934886
303954,0,192.3719940185547,-85.28675842285156,0.03256290405988693,3.0688645566349964
303957,0,192.37423706054688,-85.04478454589844,0.032636795192956924,3.339466025001788
303960,0,192.37661743164062,-84.7828140258789,0.03269538655877113,3.603348715584976
303964,0,192.3799591064453,-84.40315246582031,0.03275260701775551,3.9468629334363508
303968,0,192.3834991455078,-83.98958587646484,0.03279304504394531,4.28209782568073
303972,0,192.38723754882812,-83.54293060302734,0.0328228734433651,4.609844154917631
303976,0,192.39141845703125,-83.06388854980469,0.03284648805856705,4.93058116442181
303980,0,192.3961639404297,-82.55313110351562,0.0333494171500206,5.245012284858368
303984,0,192.40138244628906,-82.01129913330078,0.03338565677404404,5.552863326313432
303988,0,192.4066925048828,-81.43903350830078,0.03331279754638672,5.854378958626624
303991,0,192.4107208251953,-80.99024200439453,0.033271368592977524,6.076452475361513
303994,0,192.414794921875,-80.52574157714844,0.03326629474759102,6.232661921419883
303997,0,192.41897583007812,-80.05781555175781,0.03342891484498978,6.232696928264936
304000,0,192.42306518554688,-79.59039306640625,0.03359520062804222,6.227913997999374
304003,0,192.4269256591797,-79.12342834472656,0.03371410444378853,6.222139481906802
304006,0,192.43055725097656,-78.65692901611328,0.03379238024353981,6.215988684357125
304010,0,192.43495178222656,-78.03567504882812,0.03385452181100845,6.207522707055183
304014,0,192.43910217285156,-77.41527557373047,0.033888280391693115,6.198905853107331
304017,0,192.44219970703125,-76.93535614013672,0.03367725387215614,6.528929279803031
304020,0,192.4455108642578,-76.43266296386719,0.03344276174902916,6.81832354751444
304024,0,192.45065307617188,-75.73094177246094,0.033267248421907425,7.164349112980157
304028,0,192.45713806152344,-74.9965591430664,0.033203888684511185,7.479555017540869
304032,0,192.46432495117188,-74.23189544677734,0.033194657415151596,7.774459802685457
304036,0,192.47271728515625,-73.43859100341797,0.033206939697265625,8.055712364325725
304040,0,192.4818572998047,-72.61774444580078,0.033225324004888535,8.327387762041514
304045,0,192.49298095703125,-71.55413055419922,0.03324836492538452,8.657087358839197
304049,0,192.50054931640625,-70.67391967773438,0.03326408192515373,8.914934816915997
304054,0,192.50949096679688,-69.53780364990234,0.033280372619628906,9.231145779331241
304059,0,192.51858520507812,-68.36256408691406,0.033293724060058594,9.54145564163068
304063,0,192.5270538330078,-67.39469146728516,0.03330295532941818,9.785793413122573
304067,0,192.53765869140625,-66.40258026123047,0.03331100568175316,10.02698906151689
304070,0,192.54696655273438,-65.64277648925781,0.033316727727651596,10.205900955941265
304074,0,192.56056213378906,-64.60935974121094,0.033331792801618576,10.423081262250307
304078,0,192.57395935058594,-63.58744430541992,0.0337892509996891,10.01124062612936
304082,0,192.58596801757812,-62.6243782043457,0.03444644808769226,9.380157605256665
304086,0,192.59698486328125,-61.69597625732422,0.034493446350097656,9.2680863879407
304090,0,192.6080780029297,-60.76982879638672,0.03427455946803093,9.254302274311545
304094,0,192.62033081054688,-59.845130920410156,0.034121207892894745,9.240537436132987
