ts,agent_id,x,y,z,v
307343,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
307344,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
307345,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
307346,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
307347,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
307348,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
307349,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
307350,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
307351,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.580092071047207e-08
307352,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.511027984371237e-08
307353,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.078640437087398e-08
307354,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.37213953474695e-08
307355,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.0002846301476398927
307356,0,192.36244201660156,-86.26265716552734,-0.03865554556250572,0.0010879023393937017
307357,0,192.36241149902344,-86.26264190673828,-0.034043312072753906,0.0004532766008919177
307358,0,192.36241149902344,-86.26263427734375,-0.028247259557247162,0.0001210717450241441
307359,0,192.36241149902344,-86.26263427734375,-0.02195255272090435,4.792550528179878e-05
307360,0,192.36241149902344,-86.26263427734375,-0.015612220391631126,0.00012471753409856368
307361,0,192.36241149902344,-86.26263427734375,-0.009513740427792072,0.0001551840059541531
307362,0,192.36244201660156,-86.26264190673828,-0.0038280105218291283,0.00016166438254692304
307363,0,192.36244201660156,-86.26264190673828,0.001354980398900807,0.0001535271747423655
307364,0,192.36244201660156,-86.26264190673828,0.006000022869557142,0.00014549676684070146
307365,0,192.36244201660156,-86.26265716552734,0.01010765042155981,0.00013281742129048812
307366,0,192.36244201660156,-86.26265716552734,0.013701400719583035,0.00011741632900954777
307367,0,192.36244201660156,-86.26265716552734,0.016817854717373848,0.00010562758864881025
307368,0,192.36245727539062,-86.26266479492188,0.01950054056942463,9.287643090997668e-05
307369,0,192.36245727539062,-86.26266479492188,0.021795349195599556,8.128875463686661e-05
307370,0,192.36245727539062,-86.26266479492188,0.023747749626636505,7.177681175936804e-05
307371,0,192.36245727539062,-86.26266479492188,0.02540103904902935,6.215658431426935e-05
307372,0,192.36245727539062,-86.2626724243164,0.026795310899615288,5.354942220609679e-05
307373,0,192.36245727539062,-86.2626724243164,0.02796676568686962,4.793267234577572e-05
307374,0,192.36245727539062,-86.2626724243164,0.028947867453098297,4.180758012601305e-05
307375,0,192.36245727539062,-86.2626724243164,0.0297671128064394,3.679010277317372e-05
307376,0,192.36245727539062,-86.2626724243164,0.030449332669377327,3.193968530889131e-05
307377,0,192.36245727539062,-86.2626724243164,0.03101608157157898,2.7960049725784796e-05
307378,0,192.36245727539062,-86.2626724243164,0.03148593753576279,2.420268959336566e-05
307379,0,192.36245727539062,-86.2626724243164,0.03187461942434311,2.129423052919513e-05
