ts,agent_id,x,y,z,v
291506,0,192.36241149902344,-86.26268005371094,0.5393258333206177,0.0
291507,0,192.36241149902344,-86.26268005371094,0.4919061064720154,0.0
291508,0,192.36241149902344,-86.26268005371094,0.4383743107318878,0.0
291509,0,192.36241149902344,-86.26268005371094,0.3787320554256439,0.0
291510,0,192.36241149902344,-86.26268005371094,0.31298086047172546,0.0
291511,0,192.36241149902344,-86.26268005371094,0.24112220108509064,0.0
291512,0,192.36241149902344,-86.26268005371094,0.16315768659114838,0.0
291513,0,192.36241149902344,-86.26268005371094,0.08290393650531769,0.0
291514,0,192.36241149902344,-86.26268005371094,0.026514854282140732,3.644277792979121e-08
291515,0,192.36241149902344,-86.26268005371094,-0.008726844564080238,8.500563419964916e-08
291516,0,192.36241149902344,-86.26268005371094,-0.029134521260857582,4.065777587868013e-08
291517,0,192.36241149902344,-86.26268005371094,-0.03932075574994087,8.344456141200716e-08
291518,0,192.36241149902344,-86.26268005371094,-0.04107673466205597,0.00028596808421823514
291519,0,192.36244201660156,-86.26265716552734,-0.03865554556250572,0.0011592576274204922
291520,0,192.36241149902344,-86.26264190673828,-0.03404334932565689,0.0004834947146212274
291521,0,192.36241149902344,-86.26263427734375,-0.028247259557247162,0.0001337645851831769
291522,0,192.36241149902344,-86.26263427734375,-0.02195255272090435,4.4836078791554446e-05
291523,0,192.36241149902344,-86.26263427734375,-0.015612220391631126,0.0001274073372879717
291524,0,192.36241149902344,-86.26263427734375,-0.009513778612017632,0.00016087255333693416
291525,0,192.36244201660156,-86.26264190673828,-0.003827972337603569,0.00016964203571877314
291526,0,192.36244201660156,-86.26264190673828,0.0013550185831263661,0.00016421507900187522
291527,0,192.36244201660156,-86.26264190673828,0.006000022869557142,0.000152846585294806
291528,0,192.36244201660156,-86.26265716552734,0.01010768860578537,0.00013923971372891742
291529,0,192.36244201660156,-86.26265716552734,0.013701400719583035,0.00012429177413405588
291530,0,192.36244201660156,-86.26265716552734,0.016817854717373848,0.00011073296469009131
291531,0,192.36245727539062,-86.26266479492188,0.01950054056942463,9.755790229115522e-05
291532,0,192.36245727539062,-86.26266479492188,0.021795349195599556,8.57827388703586e-05
291533,0,192.36245727539062,-86.26266479492188,0.023747749626636505,7.499992036459596e-05
291534,0,192.36245727539062,-86.26266479492188,0.02540103904902935,6.5538161545605e-05
291535,0,192.36245727539062,-86.2626724243164,0.026795310899615288,5.731899377009653e-05
291536,0,192.36245727539062,-86.2626724243164,0.02796676568686962,5.007402719813911e-05
291537,0,192.36245727539062,-86.2626724243164,0.028947867453098297,4.35148671833713e-05
291538,0,192.36245727539062,-86.2626724243164,0.0297671128064394,3.846368337725384e-05
291539,0,192.36245727539062,-86.2626724243164,0.030449332669377327,3.343920777856525e-05
291540,0,192.36245727539062,-86.2626724243164,0.03101608157157898,2.9048591455598277e-05
291541,0,192.36245727539062,-86.2626724243164,0.03148593753576279,2.5233091411561677e-05
291542,0,192.36245727539062,-86.2626724243164,0.031874656677246094,2.2075126263266777e-05
291543,0,192.36245727539062,-86.2626724243164,0.032195623964071274,1.843203122421424e-05
291544,0,192.36245727539062,-86.2626724243164,0.03246017545461655,1.645235164938992e-05
291545,0,192.36245727539062,-86.2626724243164,0.03267795592546463,1.404344890399364e-05
291546,0,192.36245727539062,-86.2626724243164,0.03285682573914528,1.2578269519078132e-05
291547,0,192.36245727539062,-86.2626724243164,0.03300369158387184,1.120753552772075e-05
291548,0,192.36245727539062,-86.2626724243164,0.03312404453754425,9.770466683703056e-06
291549,0,192.36245727539062,-86.2626724243164,0.033222541213035583,8.306764963096574e-06
291550,0,192.36245727539062,-86.2626724243164,0.03330310806632042,6.992501322416218e-06
291551,0,192.36245727539062,-86.2626724243164,0.03336891159415245,5.434765085657036e-06
291552,0,192.36245727539062,-86.2626724243164,0.03342258557677269,5.053979689105084e-06
291553,0,192.36245727539062,-86.26268005371094,0.033466413617134094,4.518679077724393e-06
291554,0,192.36245727539062,-86.26268005371094,0.0334714874625206,5.014544764577403e-07
291555,0,192.36245727539062,-86.26268005371094,0.0334848016500473,3.2202431800083074e-07
291556,0,192.36245727539062,-86.26268005371094,0.03350048139691353,3.8000999068045814e-07
291557,0,192.36245727539062,-86.26268005371094,0.033516958355903625,4.115545142879184e-07
291558,0,192.36245727539062,-86.26268005371094,0.033533286303281784,4.4314195974056704e-07
291559,0,192.36245727539062,-86.26268005371094,0.03354877233505249,3.708943796618985e-07
291560,0,192.36245727539062,-86.26268005371094,0.0335630401968956,2.8016770687127184e-07
291561,0,192.36245727539062,-86.26268005371094,0.03357597440481186,2.785190173131764e-07
291562,0,192.36245727539062,-86.26268005371094,0.0335874930024147,2.2678891955749576e-07
291563,0,192.36245727539062,-86.26268005371094,0.033597640693187714,1.684656037016508e-07
291564,0,192.36245727539062,-86.26268005371094,0.03360649198293686,1.5807528523053904e-07
291565,0,192.36245727539062,-86.26268005371094,0.03361419588327408,1.7739081236566509e-07
291566,0,192.36245727539062,-86.26268005371094,0.03362075611948967,8.710300024852132e-08
291567,0,192.36245727539062,-86.26268005371094,0.03362640365958214,1.6064485280195977e-07
291568,0,192.36245727539062,-86.26268005371094,0.03363117203116417,7.598297083299558e-08
291569,0,192.36245727539062,-86.26268005371094,0.033635176718235016,9.258690554959102e-08
291570,0,192.36245727539062,-86.26268005371094,0.033638570457696915,6.903341004255119e-08
291571,0,192.36245727539062,-86.26268005371094,0.033638570457696915,7.744318861525421e-08
291572,0,192.36245727539062,-86.26268005371094,0.033640097826719284,2.2241646992779307e-08
291573,0,192.36245727539062,-86.26268005371094,0.03364143148064613,9.920770373642023e-08
291574,0,192.36245727539062,-86.26268005371094,0.033642884343862534,8.123997046042415e-08
