ts,agent_id,cvip,cvip_x,cvip_y,cvip_z
291506,0,500.4911885387494,198.76744079589844,-95.83265686035156,-499.8193664550781
291507,0,5.595579574090421,195.56744384765625,-90.83265686035156,0.09999999403953552
291508,0,5.592365059106882,195.56744384765625,-90.83265686035156,0.09540698677301407
291509,0,5.589577830706274,195.56744384765625,-90.83265686035156,0.08469131588935852
291510,0,5.587154487252182,195.56744384765625,-90.83265686035156,0.0693112164735794
291511,0,5.58490284657624,195.56744384765625,-90.83265686035156,0.05613723769783974
291512,0,5.583078219951395,195.56744384765625,-90.83265686035156,0.04550548270344734
291513,0,5.582027767701456,195.56744384765625,-90.83265686035156,0.03692970052361488
291514,0,5.581839537785531,195.56744384765625,-90.83265686035156,0.030015792697668076
291515,0,5.581937002716514,195.56744384765625,-90.83265686035156,0.024444427341222763
291516,0,5.582054312131681,195.56744384765625,-90.83265686035156,0.01995697058737278
291517,0,5.582115992201545,195.56744384765625,-90.83265686035156,0.01634414680302143
291518,0,5.582104629980321,195.56744384765625,-90.83265686035156,0.013436851091682911
291519,0,5.582061392693935,195.56744384765625,-90.83265686035156,0.011098288930952549
291520,0,5.58203731373542,195.56744384765625,-90.83265686035156,0.009217948652803898
291521,0,5.581991710267062,195.56744384765625,-90.83265686035156,0.007706718053668737
291522,0,5.581948395724954,195.56744384765625,-90.83265686035156,0.00649261474609375
291523,0,5.581915910632607,195.56744384765625,-90.83265686035156,0.0055175782181322575
291524,0,5.581894103986878,195.56744384765625,-90.83265686035156,0.004734840244054794
291525,0,5.581857788633585,195.56744384765625,-90.83265686035156,0.004106712061911821
291526,0,5.581852601613148,195.56744384765625,-90.83265686035156,0.003602867014706135
291527,0,5.581852851883691,195.56744384765625,-90.83265686035156,0.003198814345523715
291528,0,5.581844342228537,195.56744384765625,-90.83265686035156,0.002874908270314336
291529,0,5.581850665159098,195.56744384765625,-90.83265686035156,0.0026153563521802425
291530,0,5.581858257548936,195.56744384765625,-90.83265686035156,0.00240745535120368
291531,0,5.5818513325650745,195.56744384765625,-90.83265686035156,0.0022409819066524506
291532,0,5.5818593685408135,195.56744384765625,-90.83265686035156,0.0021076963748782873
291533,0,5.581867010774956,195.56744384765625,-90.83265686035156,0.0020010375883430243
291534,0,5.581874055145872,195.56744384765625,-90.83265686035156,0.0019157028291374445
291535,0,5.581874153846434,195.56744384765625,-90.83265686035156,0.0018474578391760588
291536,0,5.581879768039407,195.56744384765625,-90.83265686035156,0.00179290771484375
291537,0,5.58188466719281,195.56744384765625,-90.83265686035156,0.0017492675688117743
291538,0,5.581888894137341,195.56744384765625,-90.83265686035156,0.0017144393641501665
291539,0,5.581892508051992,195.56744384765625,-90.83265686035156,0.0016865539364516735
291540,0,5.581895574108779,195.56744384765625,-90.83265686035156,0.0016643141862004995
291541,0,5.581898159364009,195.56744384765625,-90.83265686035156,0.0016465758671984076
291542,0,5.581900327548116,195.56744384765625,-90.83265686035156,0.001632423372939229
291543,0,5.58190213779374,195.56744384765625,-90.83265686035156,0.0016210937174037099
291544,0,5.581903642873353,195.56744384765625,-90.83265686035156,0.0016120909713208675
291545,0,5.581904890803503,195.56744384765625,-90.83265686035156,0.0016048812540248036
291546,0,5.581905921432526,195.56744384765625,-90.83265686035156,0.0015991592081263661
291547,0,5.581906771328464,195.56744384765625,-90.83265686035156,0.0015946197090670466
291548,0,5.581907470316533,195.56744384765625,-90.83265686035156,0.0015909957000985742
291549,0,5.581908044037622,195.56744384765625,-90.83265686035156,0.001588096609339118
291550,0,5.581908514439032,195.56744384765625,-90.83265686035156,0.0015857695834711194
291551,0,5.581908899159369,195.56744384765625,-90.83265686035156,0.0015839386032894254
291552,0,5.581909213320883,195.56744384765625,-90.83265686035156,0.0015824889997020364
291553,0,5.581903223963587,195.56744384765625,-90.83265686035156,0.0015813064528629184
291554,0,5.581903252948857,195.56744384765625,-90.83265686035156,0.0015813064528629184
291555,0,5.58190332903052,195.56744384765625,-90.83265686035156,0.0015813064528629184
291556,0,5.581903418670491,195.56744384765625,-90.83265686035156,0.0015813064528629184
291557,0,5.581903512915525,195.56744384765625,-90.83265686035156,0.0015813064528629184
291558,0,5.581903606356219,195.56744384765625,-90.83265686035156,0.0015813064528629184
291559,0,5.581903695022975,195.56744384765625,-90.83265686035156,0.0015813064528629184
291560,0,5.581903776753006,195.56744384765625,-90.83265686035156,0.0015813064528629184
291561,0,5.581903850875037,195.56744384765625,-90.83265686035156,0.0015813064528629184
291562,0,5.581903916909861,195.56744384765625,-90.83265686035156,0.0015813064528629184
291563,0,5.581903975105125,195.56744384765625,-90.83265686035156,0.0015813064528629184
291564,0,5.581904025880815,195.56744384765625,-90.83265686035156,0.0015813064528629184
291565,0,5.581904070085893,195.56744384765625,-90.83265686035156,0.0015813064528629184
291566,0,5.581904107736996,195.56744384765625,-90.83265686035156,0.0015813064528629184
291567,0,5.581904140156045,195.56744384765625,-90.83265686035156,0.0015813064528629184
291568,0,5.581904167532778,195.56744384765625,-90.83265686035156,0.0015813064528629184
291569,0,5.581904190528102,195.56744384765625,-90.83265686035156,0.0015813064528629184
291570,0,5.581904210017552,195.56744384765625,-90.83265686035156,0.0015813064528629184
291571,0,5.581904210017552,195.56744384765625,-90.83265686035156,0.0015813064528629184
291572,0,5.581904218789548,195.56744384765625,-90.83265686035156,0.0015813064528629184
291573,0,5.58190422644934,195.56744384765625,-90.83265686035156,0.0015813064528629184
291574,0,5.581904234794168,195.56744384765625,-90.83265686035156,0.0015813064528629184
291575,0,5.581904242882593,195.56744384765625,-90.83265686035156,0.0015813064528629184
291576,0,5.581904250778779,195.56744384765625,-90.83265686035156,0.0015813064528629184
291577,0,5.581904258225899,195.56744384765625,-90.83265686035156,0.0015813064528629184
291578,0,5.581904264795878,195.56744384765625,-90.83265686035156,0.0015813064528629184
291579,0,5.581904270724041,195.56744384765625,-90.83265686035156,0.0015813064528629184
291580,0,5.581904270724041,195.56744384765625,-90.83265686035156,0.0015813064528629184
291581,0,5.581904280590468,195.56744384765625,-90.83265686035156,0.0015813064528629184
291582,0,5.581904280590468,195.56744384765625,-90.83265686035156,0.0015813064528629184
291583,0,5.5819042880387935,195.56744384765625,-90.83265686035156,0.0015813064528629184
291584,0,5.5819042880387935,195.56744384765625,-90.83265686035156,0.0015813064528629184
291585,0,5.5819042880387935,195.56744384765625,-90.83265686035156,0.0015813064528629184
291586,0,5.581904295701465,195.56744384765625,-90.83265686035156,0.0015813064528629184
291587,0,5.581904295701465,195.56744384765625,-90.83265686035156,0.0015813064528629184
291588,0,5.581904295701465,195.56744384765625,-90.83265686035156,0.0015813064528629184
291589,0,5.581904295701465,195.56744384765625,-90.83265686035156,0.0015813064528629184
291590,0,5.581904295701465,195.56744384765625,-90.83265686035156,0.0015813064528629184
291591,0,5.581904295701465,195.56744384765625,-90.83265686035156,0.0015813064528629184
291592,0,5.581904295701465,195.56744384765625,-90.83265686035156,0.0015813064528629184
291593,0,5.581904295701465,195.56744384765625,-90.83265686035156,0.0015813064528629184
291594,0,5.5819043016306225,195.56744384765625,-90.83265686035156,0.0015813064528629184
291595,0,5.5819043016306225,195.56744384765625,-90.83265686035156,0.0015813064528629184
291596,0,5.5819043016306225,195.56744384765625,-90.83265686035156,0.0015813064528629184
291597,0,5.5819043016306225,195.56744384765625,-90.83265686035156,0.0015813064528629184
291598,0,5.5819043016306225,195.56744384765625,-90.83265686035156,0.0015813064528629184
291599,0,5.5819043016306225,195.56744384765625,-90.83265686035156,0.0015813064528629184
291600,0,5.581916803622781,195.56744384765625,-90.83265686035156,0.0015813064528629184
291601,0,5.586879227187745,195.56744384765625,-90.83263397216797,0.0015820693224668503
291602,0,5.592250049482493,195.56768798828125,-90.82512664794922,0.0015269850846379995
291603,0,5.596150658847195,195.5682830810547,-90.8080062866211,0.0014392470475286245
291604,0,5.598643338251461,195.5691680908203,-90.78170776367188,0.0013419341994449496
291605,0,5.60001375977595,195.5703887939453,-90.74675750732422,0.0012477874988690019
291606,0,5.6003260297105575,195.57174682617188,-90.70368957519531,0.0011639404110610485
291607,0,5.599985505546514,195.5734405517578,-90.65308380126953,0.0010935973841696978
291608,0,5.59926544400305,195.5754852294922,-90.59553527832031,0.0010380554012954235
291609,0,5.5981713973141405,195.5774383544922,-90.53160858154297,0.0009969329694285989
291610,0,5.597145976127879,195.5795440673828,-90.4619140625,0.0009692382882349193
291611,0,5.596422866822809,195.58184814453125,-90.38697052001953,0.0009537124424241483
291612,0,5.596018955945674,195.5840606689453,-90.30724334716797,0.0009484481415711343
291613,0,5.596168655088078,195.58621215820312,-90.22319030761719,0.0009517669677734375
291614,0,5.597090384678415,195.5884552001953,-90.13521575927734,0.0009619140182621777
291615,0,5.598867372406359,195.5907440185547,-90.04367065429688,0.0009776306105777621
291616,0,5.601610659184576,195.59312438964844,-89.9488754272461,0.0009974288986995816
291617,0,5.605402825295962,195.5955810546875,-89.85108947753906,0.0010200118413195014
291618,0,5.610269004613216,195.59808349609375,-89.7505874633789,0.0010445022489875555
291619,0,5.616252365596372,195.6006622314453,-89.64754486083984,0.001069946214556694
291620,0,5.623415100401338,195.60330200195312,-89.54216766357422,0.0010958098573610187
291621,0,5.631715961222761,195.60598754882812,-89.43457794189453,0.0011212157551199198
291622,0,5.6411652438303985,195.6087188720703,-89.32492065429688,0.0011459350353106856
291623,0,5.651763436472602,195.6115264892578,-89.21329498291016,0.0011697387089952826
291624,0,5.663435986333267,195.61436462402344,-89.09979248046875,0.0011922453995794058
291625,0,5.676241840719126,195.61732482910156,-88.9844970703125,0.0012133788550272584
291626,0,5.690081659368901,195.6202850341797,-88.86747741699219,0.0012331389589235187
291627,0,5.704931767886034,195.623291015625,-88.74878692626953,0.0012513732071965933
291628,0,5.72075969006179,195.62632751464844,-88.62847137451172,0.0012680815998464823
291629,0,5.737554037966137,195.62945556640625,-88.50657653808594,0.0012835311936214566
291630,0,5.755272827350281,195.63259887695312,-88.3831558227539,0.0012976074358448386
291631,0,5.77384963072334,195.6358184814453,-88.2582015991211,0.0013103485107421875
291632,0,5.793264691754376,195.63905334472656,-88.13177490234375,0.0015785216819494963
291633,0,5.813448952662248,195.642333984375,-88.00387573242188,0.0017381286015734076
291634,0,5.834441354824914,195.6456756591797,-87.87454223632812,0.0018271636217832565
291635,0,5.856166127875768,195.64907836914062,-87.7437744140625,0.0018711852608248591
291636,0,5.878615087349612,195.65249633789062,-87.61160278320312,0.001886825542896986
291637,0,5.901780032226392,195.65597534179688,-87.47802734375,0.0018851852510124445
291638,0,5.925602028861779,195.65948486328125,-87.34307098388672,0.001874046283774078
291639,0,5.950076816196443,195.6630401611328,-87.20674896240234,0.0018578720046207309
291640,0,5.975197672129182,195.66664123535156,-87.06905364990234,0.0018395613878965378
291641,0,6.000938974823641,195.6702880859375,-86.93000030517578,0.0018210600828751922
291642,0,6.027298069207585,195.67396545410156,-86.78961944580078,0.0018033599480986595
291643,0,6.054239999927044,195.6776885986328,-86.64788055419922,0.0017871856689453125
291644,0,6.081754418259561,195.68145751953125,-86.50481414794922,0.0017725753132253885
291645,0,6.109828990847582,195.6852569580078,-86.36042785644531,0.0017597198020666838
291646,0,6.13841951029862,195.68910217285156,-86.21471405029297,0.0017485427670180798
291647,0,6.167508194915875,195.69296264648438,-86.06768035888672,0.001738967839628458
291648,0,6.1971062390779945,195.69688415527344,-85.91934204101562,0.0017308807000517845
291649,0,6.227208420979364,195.7008514404297,-85.76971435546875,0.0017240523593500257
291650,0,6.257799531990284,195.704833984375,-85.61876678466797,0.0017182158771902323
